DATASET_NAME,DATA_FIELD_NAME,DATA_SOURCE_OWNER
"[For Ops] Person Information of MOM Pass Holders, excluding Work Permit Holders",FIN,MOM
[For Ops] MOM Work Permit Holders and Application Information,WorkPermitNo,MOM
"[For Ops] Person Information of MOM Pass Holders, excluding Work Permit Holders",WorkPermitNo,MOM
[For Ops] Person Information of MOM Work Permit Holders,WorkPermitNo,MOM
"[For Ops] MOM Pass Holders and Application Information, excluding Work Permit Holders",FIN,MOM
"[For Ops] MOM Pass Holders and Application Information, excluding Work Permit Holders",FileDt,MOM
"[For Ops] MOM Pass Holders and Application Information, excluding Work Permit Holders",PasstypeCd,MOM
"[For Ops] MOM Pass Holders and Application Information, excluding Work Permit Holders",ExpiryDt,MOM
[For Ops] MOM Work Permit Holders and Application Information,FileDt,MOM
[For Ops] MOM Work Permit Holders and Application Information,PassTypeCd,MOM
[For Ops] MOM Work Permit Holders and Application Information,ExpiryDt,MOM
"[For Ops] Employer Information of MOM Pass Holders, excluding Work Permit Holders",CompanyIDNo,MOM
"[For Ops] MOM Pass Holders and Application Information, excluding Work Permit Holders",CompanyIdNo,MOM
[For Ops] MOM Work Permit Holders and Application Information,CPFNo,MOM
"[For Ops] Employer Information of MOM Pass Holders, excluding Work Permit Holders",FileDt,MOM
"[For Ops] Employer Information of MOM Pass Holders, excluding Work Permit Holders",DeleteInd,MOM
"[For Ops] Employer Information of MOM Pass Holders, excluding Work Permit Holders",LastModifiedDt,MOM
"[For Ops] Employer Information of MOM Pass Holders, excluding Work Permit Holders",UEN,MOM
"[For Ops] Employer Information of MOM Pass Holders, excluding Work Permit Holders",DivisionCd,MOM
"[For Ops] Employer Information of MOM Pass Holders, excluding Work Permit Holders",BranchCd,MOM
"[For Ops] Employer Information of MOM Pass Holders, excluding Work Permit Holders",CompanyName,MOM
"[For Ops] Employer Information of MOM Pass Holders, excluding Work Permit Holders",EstablishmentName,MOM
"[For Ops] Employer Information of MOM Pass Holders, excluding Work Permit Holders",ISACTIVE,MOM
[For Ops] Employer Information of MOM Work Permit Holders,CPFNo,MOM
[For Ops] Employer Information of MOM Work Permit Holders,FileDt,MOM
[For Ops] Employer Information of MOM Work Permit Holders,DeleteInd,MOM
[For Ops] Employer Information of MOM Work Permit Holders,LastModifiedDt,MOM
[For Ops] Employer Information of MOM Work Permit Holders,UEN,MOM
[For Ops] Employer Information of MOM Work Permit Holders,PaymentModeCd,MOM
[For Ops] Employer Information of MOM Work Permit Holders,PaymentCd,MOM
[For Ops] Employer Information of MOM Work Permit Holders,EmployerName,MOM
[For Ops] Employer Information of MOM Work Permit Holders,ISACTIVE,MOM
"[For Ops] MOM Pass Holders and Application Information, excluding Work Permit Holders",ApplicationDt,MOM
"[For Ops] MOM Pass Holders and Application Information, excluding Work Permit Holders",DeleteInd,MOM
"[For Ops] MOM Pass Holders and Application Information, excluding Work Permit Holders",LastModifiedDt,MOM
"[For Ops] MOM Pass Holders and Application Information, excluding Work Permit Holders",MainPassApplicationDt,MOM
"[For Ops] MOM Pass Holders and Application Information, excluding Work Permit Holders",CancelledDt,MOM
"[For Ops] MOM Pass Holders and Application Information, excluding Work Permit Holders",IssuanceDt,MOM
"[For Ops] MOM Pass Holders and Application Information, excluding Work Permit Holders",OutcomeDt,MOM
"[For Ops] MOM Pass Holders and Application Information, excluding Work Permit Holders",WithdrawnDt,MOM
"[For Ops] MOM Pass Holders and Application Information, excluding Work Permit Holders",IPAExpiryDt,MOM
"[For Ops] MOM Pass Holders and Application Information, excluding Work Permit Holders",HighestDeclaredEducationCd,MOM
"[For Ops] MOM Pass Holders and Application Information, excluding Work Permit Holders",MainPassFIN,MOM
"[For Ops] MOM Pass Holders and Application Information, excluding Work Permit Holders",SpouseFINNRICNo,MOM
"[For Ops] MOM Pass Holders and Application Information, excluding Work Permit Holders",MaritalStatusCd,MOM
"[For Ops] MOM Pass Holders and Application Information, excluding Work Permit Holders",DependenttoMainPassRelationshipCd,MOM
"[For Ops] MOM Pass Holders and Application Information, excluding Work Permit Holders",SourceofSalary,MOM
"[For Ops] MOM Pass Holders and Application Information, excluding Work Permit Holders",TravelDocumentNo,MOM
"[For Ops] MOM Pass Holders and Application Information, excluding Work Permit Holders",TravelDocumentTypeCd,MOM
"[For Ops] MOM Pass Holders and Application Information, excluding Work Permit Holders",MonthlySalaryAmt,MOM
"[For Ops] MOM Pass Holders and Application Information, excluding Work Permit Holders",UEN,MOM
"[For Ops] MOM Pass Holders and Application Information, excluding Work Permit Holders",SSOCCd,MOM
"[For Ops] MOM Pass Holders and Application Information, excluding Work Permit Holders",DateofChangeofEmployerDt,MOM
"[For Ops] MOM Pass Holders and Application Information, excluding Work Permit Holders",ApplicationReasonCd,MOM
"[For Ops] MOM Pass Holders and Application Information, excluding Work Permit Holders",CancelledReasonCd,MOM
"[For Ops] MOM Pass Holders and Application Information, excluding Work Permit Holders",StatusCd,MOM
"[For Ops] MOM Pass Holders and Application Information, excluding Work Permit Holders",ISACTIVE,MOM
[For Ops] MOM Work Permit Holders and Application Information,ApplicationDt,MOM
[For Ops] MOM Work Permit Holders and Application Information,DeleteInd,MOM
[For Ops] MOM Work Permit Holders and Application Information,LastModifiedDt,MOM
[For Ops] MOM Work Permit Holders and Application Information,WorkPassStatusCd,MOM
[For Ops] MOM Work Permit Holders and Application Information,IssuanceDt,MOM
[For Ops] MOM Work Permit Holders and Application Information,IPAExpiryDt,MOM
[For Ops] MOM Work Permit Holders and Application Information,OutcomeDt,MOM
Long Term Visit Pass for certain family of EP and S Pass holders,FIN,MOM
Long Term Visit Pass for certain family of EP and S Pass holders,PrincipalName,MOM
Long Term Visit Pass for certain family of EP and S Pass holders,Sex,MOM
Long Term Visit Pass for certain family of EP and S Pass holders,DateofBirth,MOM
Long Term Visit Pass for certain family of EP and S Pass holders,NonWorkPassType,MOM
Long Term Visit Pass for certain family of EP and S Pass holders,ExpiryDate,MOM
Long Term Visit Pass for certain family of EP and S Pass holders,ApplicationDate,MOM
Long Term Visit Pass for certain family of EP and S Pass holders,IssuanceDate,MOM
Long Term Visit Pass for certain family of EP and S Pass holders,MaritalStatusAtApplication,MOM
Long Term Visit Pass for certain family of EP and S Pass holders,Relationship,MOM
Work Pass holders in Singapore,FIN,MOM
Work Pass holders in Singapore,PrincipalName,MOM
Work Pass holders in Singapore,Sex,MOM
Work Pass holders in Singapore,DateofBirth,MOM
Work Pass holders in Singapore,WorkPassType,MOM
Work Pass holders in Singapore,EmployerUEN,MOM
Work Pass holders in Singapore,EmployerNRICFIN,MOM
Work Pass holders in Singapore,NonUENNRICFINentities,MOM
Work Pass holders in Singapore,EmployerCompanyName,MOM
Work Pass holders in Singapore,Occupation,MOM
Work Pass holders in Singapore,ExpiryDate,MOM
Work Pass holders in Singapore,ApplicationDate,MOM
Work Pass holders in Singapore,IssuanceDate,MOM
Work Pass holders in Singapore,MonthlySalary,MOM
Work Pass holders in Singapore,HighestDeclaredEducation,MOM
Work Pass holders in Singapore,MaritalStatusAtApplication,MOM
Work Pass holders in Singapore,WorkerType,MOM
[For Ops] MOM Work Permit Holders and Application Information,RevokedCancelledDt,MOM
[For Ops] MOM Work Permit Holders and Application Information,RevokedCancelledReasonCd,MOM
[For Ops] MOM Work Permit Holders and Application Information,HighestDeclaredEducationCd,MOM
[For Ops] MOM Work Permit Holders and Application Information,UEN,MOM
[For Ops] MOM Work Permit Holders and Application Information,SSOCCd,MOM
[For Ops] MOM Work Permit Holders and Application Information,WorkerTypeCd,MOM
[For Ops] MOM Work Permit Holders and Application Information,MonthlySalaryAmt,MOM
[For Ops] MOM Work Permit Holders and Application Information,EmployerNRICFIN,MOM
[For Ops] MOM Work Permit Holders and Application Information,ISACTIVE,MOM
"[For Ops] Online Application Dates of MOM Pass Holders, excluding Work Permit Holders",FIN,MOM
"[For Ops] Online Application Dates of MOM Pass Holders, excluding Work Permit Holders",ApplicationDt,MOM
"[For Ops] Online Application Dates of MOM Pass Holders, excluding Work Permit Holders",FileDt,MOM
"[For Ops] Online Application Dates of MOM Pass Holders, excluding Work Permit Holders",DeleteInd,MOM
"[For Ops] Online Application Dates of MOM Pass Holders, excluding Work Permit Holders",LastModifiedDt,MOM
"[For Ops] Online Application Dates of MOM Pass Holders, excluding Work Permit Holders",IssuanceSubmissionDt,MOM
"[For Ops] Online Application Dates of MOM Pass Holders, excluding Work Permit Holders",CancellationSubmissionDt,MOM
"[For Ops] Online Application Dates of MOM Pass Holders, excluding Work Permit Holders",ISACTIVE,MOM
"[For Ops] Person Information of MOM Pass Holders, excluding Work Permit Holders",FileDt,MOM
"[For Ops] Person Information of MOM Pass Holders, excluding Work Permit Holders",DeleteInd,MOM
"[For Ops] Person Information of MOM Pass Holders, excluding Work Permit Holders",LastModifiedDt,MOM
"[For Ops] Person Information of MOM Pass Holders, excluding Work Permit Holders",ForeignerName,MOM
"[For Ops] Person Information of MOM Pass Holders, excluding Work Permit Holders",DateofBirth,MOM
"[For Ops] Person Information of MOM Pass Holders, excluding Work Permit Holders",SexCd,MOM
"[For Ops] Person Information of MOM Pass Holders, excluding Work Permit Holders",MalaysianOldNRICNo,MOM
"[For Ops] Person Information of MOM Pass Holders, excluding Work Permit Holders",MalaysianNewNRICNo,MOM
"[For Ops] Person Information of MOM Pass Holders, excluding Work Permit Holders",AccommodationTypeCd,MOM
"[For Ops] Person Information of MOM Pass Holders, excluding Work Permit Holders",LastChangeAddressDt,MOM
"[For Ops] Person Information of MOM Pass Holders, excluding Work Permit Holders",ISACTIVE,MOM
[For Ops] Person Information of MOM Work Permit Holders,FileDt,MOM
[For Ops] Person Information of MOM Work Permit Holders,DeleteInd,MOM
[For Ops] Person Information of MOM Work Permit Holders,LastModifiedDt,MOM
[For Ops] Person Information of MOM Work Permit Holders,WorkerName,MOM
[For Ops] Person Information of MOM Work Permit Holders,DateofBirth,MOM
[For Ops] Person Information of MOM Work Permit Holders,SexCd,MOM
[For Ops] Person Information of MOM Work Permit Holders,MalaysianNewNRICNo,MOM
[For Ops] Person Information of MOM Work Permit Holders,MalaysianOldNRICNo,MOM
[For Ops] Person Information of MOM Work Permit Holders,TravelDocumentNo,MOM
[For Ops] Person Information of MOM Work Permit Holders,TravelDocumentTypeCd,MOM
[For Ops] Person Information of MOM Work Permit Holders,MaritalStatusCd,MOM
[For Ops] Person Information of MOM Work Permit Holders,AccommodationTypeCd,MOM
Singpass Contact,UIN,GOVTECH
Singpass Contact,CONTACT,GOVTECH
Singpass Contact,REFERENCE_PERIOD,GOVTECH
HDB Commercial Properties Rental Arrears,TenantUEN,HDB
HDB Commercial Properties Rental Arrears,IdentityNumber,HDB
HDB Commercial Properties Rental Arrears,IdentityNumberType,HDB
HDB Commercial Properties Rental Arrears,TenancyStatus,HDB
HDB Commercial Properties Rental Arrears,BlockNo,HDB
HDB Commercial Properties Rental Arrears,FloorNo,HDB
HDB Commercial Properties Rental Arrears,UnitNo,HDB
HDB Commercial Properties Rental Arrears,StreetName,HDB
HDB Commercial Properties Rental Arrears,PostalCode,HDB
HDB Commercial Properties Rental Arrears,PropertyAddress,HDB
HDB Loan,UIN,HDB
HDB Loan,BlockNo,HDB
HDB Loan,FloorNo,HDB
HDB Loan,UnitNo,HDB
HDB Loan,StreetName,HDB
HDB Loan,PostalCode,HDB
HDB Loan,HDBFlatAddress,HDB
HDB Loan,LoanGranted,HDB
HDB Loan,OriginalLoanRepaymentPeriod,HDB
HDB Loan,BalanceLoanRepaymentPeriodYears,HDB
HDB Loan,BalanceLoanRepaymentPeriodMonths,HDB
HDB Loan,OutstandingHDBLoanBalance,HDB
HDB Loan,MonthlyLoanInstallment,HDB
HDB Loan,MonthlyInstallmentPaymentMode,HDB
HDB Loan,LoanType,HDB
Annual Value of Properties,PropertyAddress,IRAS
Annual Value of Properties,BlockNo,IRAS
Annual Value of Properties,StreetCode,IRAS
Annual Value of Properties,FloorNo,IRAS
Annual Value of Properties,UnitNo,IRAS
Annual Value of Properties,StreetName,IRAS
Annual Value of Properties,PostalCode,IRAS
Annual Value of Properties,Estate,IRAS
Annual Value of Properties,AGIndicator,IRAS
Annual Value of Properties,AGDescription,IRAS
Annual Value of Properties,TotalAnnualValue,IRAS
Annual Value of Properties,ResidentialComponentOfAnnualValue,IRAS
Annual Value of Properties,NonResidentialComponentOfAnnualValue,IRAS
Annual Value of Properties,S66Indicator,IRAS
Annual Value of Properties,OwnerOccupierIndicator,IRAS
Stamp Duty Data on Buyer Stamp Duty & Additional Buyer's Stamp Duty,SDDocRefNo,IRAS
Stamp Duty Data on Buyer Stamp Duty & Additional Buyer's Stamp Duty,DocumentVersion,IRAS
Stamp Duty Data on Buyer Stamp Duty & Additional Buyer's Stamp Duty,DocumentDescription,IRAS
Stamp Duty Data on Buyer Stamp Duty & Additional Buyer's Stamp Duty,eStampingDate,IRAS
Stamp Duty Data on Buyer Stamp Duty & Additional Buyer's Stamp Duty,DocumentDate,IRAS
Stamp Duty Data on Buyer Stamp Duty & Additional Buyer's Stamp Duty,OverseasDocumentDate,IRAS
Stamp Duty Data on Buyer Stamp Duty & Additional Buyer's Stamp Duty,PropertyAddress,IRAS
Stamp Duty Data on Buyer Stamp Duty & Additional Buyer's Stamp Duty,BlockNo,IRAS
Stamp Duty Data on Buyer Stamp Duty & Additional Buyer's Stamp Duty,LevelNo,IRAS
Stamp Duty Data on Buyer Stamp Duty & Additional Buyer's Stamp Duty,UnitNo,IRAS
Stamp Duty Data on Buyer Stamp Duty & Additional Buyer's Stamp Duty,StreetName,IRAS
Stamp Duty Data on Buyer Stamp Duty & Additional Buyer's Stamp Duty,PostalCode,IRAS
Stamp Duty Data on Buyer Stamp Duty & Additional Buyer's Stamp Duty,MukimTSNo,IRAS
Stamp Duty Data on Buyer Stamp Duty & Additional Buyer's Stamp Duty,LotNo,IRAS
Stamp Duty Data on Buyer Stamp Duty & Additional Buyer's Stamp Duty,ParcelNo,IRAS
Stamp Duty Data on Buyer Stamp Duty & Additional Buyer's Stamp Duty,LandStreetName,IRAS
Stamp Duty Data on Buyer Stamp Duty & Additional Buyer's Stamp Duty,PropertyType,IRAS
Stamp Duty Data on Buyer Stamp Duty & Additional Buyer's Stamp Duty,PartyType,IRAS
Stamp Duty Data on Buyer Stamp Duty & Additional Buyer's Stamp Duty,PartyName,IRAS
Stamp Duty Data on Buyer Stamp Duty & Additional Buyer's Stamp Duty,PartyID,IRAS
Stamp Duty Data on Buyer Stamp Duty & Additional Buyer's Stamp Duty,PartyIDType,IRAS
Stamp Duty Data on Buyer Stamp Duty & Additional Buyer's Stamp Duty,PartyNationality,IRAS
Stamp Duty Data on Buyer Stamp Duty & Additional Buyer's Stamp Duty,PropertyCount,IRAS
Stamp Duty Data on Buyer Stamp Duty & Additional Buyer's Stamp Duty,PurchasePrice,IRAS
Stamp Duty Data on Buyer Stamp Duty & Additional Buyer's Stamp Duty,ResidentialComponentsOfConsideration,IRAS
Stamp Duty Data on Buyer Stamp Duty & Additional Buyer's Stamp Duty,NonResidentialComponentsOfConsideration,IRAS
Stamp Duty Data on Buyer Stamp Duty & Additional Buyer's Stamp Duty,TotalConsideration,IRAS
Stamp Duty Data on Buyer Stamp Duty & Additional Buyer's Stamp Duty,Area,IRAS
Stamp Duty Data on Buyer Stamp Duty & Additional Buyer's Stamp Duty,ShareTransferred,IRAS
Stamp Duty Data on Buyer Stamp Duty & Additional Buyer's Stamp Duty,TypeOfSharedTransferred,IRAS
Stamp Duty Data on Buyer Stamp Duty & Additional Buyer's Stamp Duty,RemissionType,IRAS
Stamp Duty Data on Buyer Stamp Duty & Additional Buyer's Stamp Duty,StampDutyAmount,IRAS
Stamp Duty Data on Buyer Stamp Duty & Additional Buyer's Stamp Duty,AdditionalBuyerStampDuty,IRAS
Stamp Duty Data on Buyer Stamp Duty & Additional Buyer's Stamp Duty,FilerName,IRAS
Stamp Duty Data on Buyer Stamp Duty & Additional Buyer's Stamp Duty,FilerPhoneNumber,IRAS
Stamp Duty Data on Buyer Stamp Duty & Additional Buyer's Stamp Duty,FilerEmailAddress,IRAS
Stamp Duty Data on Buyer Stamp Duty & Additional Buyer's Stamp Duty,PurchaserMailingAddress,IRAS
Stamp Duty Data on Buyer Stamp Duty & Additional Buyer's Stamp Duty,Status,IRAS
Stamp Duty Data on Buyer Stamp Duty & Additional Buyer's Stamp Duty,REFERENCE_PERIOD,IRAS
Stamp Duty Data on Sales and Purchase Information (Seller Stamp Duty),SDDocRefNo,IRAS
Stamp Duty Data on Sales and Purchase Information (Seller Stamp Duty),DocumentVersion,IRAS
Stamp Duty Data on Sales and Purchase Information (Seller Stamp Duty),DocumentDescription,IRAS
Stamp Duty Data on Sales and Purchase Information (Seller Stamp Duty),eStampingDate,IRAS
Stamp Duty Data on Sales and Purchase Information (Seller Stamp Duty),DocumentDate,IRAS
Stamp Duty Data on Sales and Purchase Information (Seller Stamp Duty),OverseasDocumentDate,IRAS
Stamp Duty Data on Sales and Purchase Information (Seller Stamp Duty),PropertyAddress,IRAS
Stamp Duty Data on Sales and Purchase Information (Seller Stamp Duty),BlockNo,IRAS
Stamp Duty Data on Sales and Purchase Information (Seller Stamp Duty),LevelNo,IRAS
Stamp Duty Data on Sales and Purchase Information (Seller Stamp Duty),UnitNo,IRAS
Stamp Duty Data on Sales and Purchase Information (Seller Stamp Duty),StreetName,IRAS
Stamp Duty Data on Sales and Purchase Information (Seller Stamp Duty),PostalCode,IRAS
Stamp Duty Data on Sales and Purchase Information (Seller Stamp Duty),MukimTSNo,IRAS
Stamp Duty Data on Sales and Purchase Information (Seller Stamp Duty),LotNo,IRAS
Stamp Duty Data on Sales and Purchase Information (Seller Stamp Duty),ParcelNo,IRAS
Stamp Duty Data on Sales and Purchase Information (Seller Stamp Duty),LandStreetName,IRAS
Stamp Duty Data on Sales and Purchase Information (Seller Stamp Duty),PropertyType,IRAS
Stamp Duty Data on Sales and Purchase Information (Seller Stamp Duty),PartyType,IRAS
Stamp Duty Data on Sales and Purchase Information (Seller Stamp Duty),PartyName,IRAS
Stamp Duty Data on Sales and Purchase Information (Seller Stamp Duty),PartyID,IRAS
Stamp Duty Data on Sales and Purchase Information (Seller Stamp Duty),PartyIDType,IRAS
Stamp Duty Data on Sales and Purchase Information (Seller Stamp Duty),DateOfPurchase,IRAS
Stamp Duty Data on Sales and Purchase Information (Seller Stamp Duty),SellingPrice,IRAS
Stamp Duty Data on Sales and Purchase Information (Seller Stamp Duty),ResidentialComponentsOfConsideration,IRAS
Stamp Duty Data on Sales and Purchase Information (Seller Stamp Duty),ShareTransferred,IRAS
Stamp Duty Data on Sales and Purchase Information (Seller Stamp Duty),TypeOfShareTransferred,IRAS
Stamp Duty Data on Sales and Purchase Information (Seller Stamp Duty),RemissionType,IRAS
Stamp Duty Data on Sales and Purchase Information (Seller Stamp Duty),StampDutyAmount,IRAS
Stamp Duty Data on Sales and Purchase Information (Seller Stamp Duty),FilerName,IRAS
Stamp Duty Data on Sales and Purchase Information (Seller Stamp Duty),FilerPhoneNumber,IRAS
Stamp Duty Data on Sales and Purchase Information (Seller Stamp Duty),FilerEmailAddress,IRAS
Stamp Duty Data on Sales and Purchase Information (Seller Stamp Duty),Status,IRAS
Stamp Duty Data on Sales and Purchase Information (Seller Stamp Duty),REFERENCE_PERIOD,IRAS
Stamp Duty Data on Tenancy Information,SDDocRefNo,IRAS
Stamp Duty Data on Tenancy Information,DocumentVersion,IRAS
Stamp Duty Data on Tenancy Information,DocumentDescription,IRAS
Stamp Duty Data on Tenancy Information,eStampingDate,IRAS
Stamp Duty Data on Tenancy Information,DocumentDate,IRAS
Stamp Duty Data on Tenancy Information,OverseasDocumentDate,IRAS
Stamp Duty Data on Tenancy Information,PropertyAddress,IRAS
Stamp Duty Data on Tenancy Information,BlockNo,IRAS
Stamp Duty Data on Tenancy Information,LevelNo,IRAS
Stamp Duty Data on Tenancy Information,UnitNo,IRAS
Stamp Duty Data on Tenancy Information,StreetName,IRAS
Stamp Duty Data on Tenancy Information,PostalCode,IRAS
Stamp Duty Data on Tenancy Information,MukimTSNo,IRAS
Stamp Duty Data on Tenancy Information,LotNo,IRAS
Stamp Duty Data on Tenancy Information,ParcelNo,IRAS
Stamp Duty Data on Tenancy Information,LandStreetName,IRAS
Stamp Duty Data on Tenancy Information,PropertyType,IRAS
Stamp Duty Data on Tenancy Information,PartyType,IRAS
Stamp Duty Data on Tenancy Information,PartyName,IRAS
Stamp Duty Data on Tenancy Information,PartyID,IRAS
Stamp Duty Data on Tenancy Information,PartyIDType,IRAS
Stamp Duty Data on Tenancy Information,PartyNationality,IRAS
Stamp Duty Data on Tenancy Information,LeaseStartDate,IRAS
Stamp Duty Data on Tenancy Information,LeaseEndDate,IRAS
Stamp Duty Data on Tenancy Information,LeaseTermIndicator,IRAS
Stamp Duty Data on Tenancy Information,MonthlyRentalAmount Band,IRAS
Stamp Duty Data on Tenancy Information,MonthlyFurnitureAmount Band,IRAS
Stamp Duty Data on Tenancy Information,MonthlyMaintenanceAmount Band,IRAS
Stamp Duty Data on Tenancy Information,MonthlyOthersAmount Band,IRAS
Stamp Duty Data on Tenancy Information,Area,IRAS
Stamp Duty Data on Tenancy Information,ResidentialComponentsOfConsideration,IRAS
Stamp Duty Data on Tenancy Information,NonResidentialComponentsOfConsideration,IRAS
Stamp Duty Data on Tenancy Information,RemissionType,IRAS
Stamp Duty Data on Tenancy Information,StampDutyAmount Band,IRAS
Stamp Duty Data on Tenancy Information,FilerName,IRAS
Stamp Duty Data on Tenancy Information,FilerPhoneNumber,IRAS
Stamp Duty Data on Tenancy Information,FilerEmailAddress,IRAS
Stamp Duty Data on Tenancy Information,Status,IRAS
Stamp Duty Data on Tenancy Information,REFERENCE_PERIOD,IRAS
"Local births registered in Singapore, 1985 and onwards",UIN,ICA
"Local births registered in Singapore, 1985 and onwards",PrincipalName,ICA
"Local births registered in Singapore, 1985 and onwards",HanyuPinyinName,ICA
"Local births registered in Singapore, 1985 and onwards",AliasName,ICA
"Local births registered in Singapore, 1985 and onwards",ChildSex,ICA
"Local births registered in Singapore, 1985 and onwards",DateofBirth,ICA
"Local births registered in Singapore, 1985 and onwards",ChildRace,ICA
"Local births registered in Singapore, 1985 and onwards",ChildSecondaryRace,ICA
"Local births registered in Singapore, 1985 and onwards",ChildEthnicGrouping,ICA
"Local births registered in Singapore, 1985 and onwards",ChildDialect,ICA
"Local births registered in Singapore, 1985 and onwards",MotherIDType,ICA
"Local births registered in Singapore, 1985 and onwards",MotherUINIDNo,ICA
"Local births registered in Singapore, 1985 and onwards",MotherFIN,ICA
"Local births registered in Singapore, 1985 and onwards",MotherNationalityCitizenship,ICA
"Local births registered in Singapore, 1985 and onwards",MotherDateofBirth,ICA
"Local births registered in Singapore, 1985 and onwards",FatherIDType,ICA
"Local births registered in Singapore, 1985 and onwards",FatherUINIDNo,ICA
"Local births registered in Singapore, 1985 and onwards",FatherFIN,ICA
"Local births registered in Singapore, 1985 and onwards",FatherNationalityCitizenship,ICA
"Local births registered in Singapore, 1985 and onwards",FatherDateofBirth,ICA
"Local births registered in Singapore, 1985 and onwards",ChildBirthOrder,ICA
"Local births registered in Singapore, 1985 and onwards",ChildBirthWeight,ICA
"Local births registered in Singapore, 1985 and onwards",ChildPeriodGestation,ICA
"Local births registered in Singapore, 1985 and onwards",TypeofBirth,ICA
"Local births registered in Singapore, 1985 and onwards",PlaceofBirth,ICA
Demographics data on Dead Singapore Citizens and Permanent Residents,UIN,ICA
Demographics data on Dead Singapore Citizens and Permanent Residents,PrincipalName,ICA
Demographics data on Dead Singapore Citizens and Permanent Residents,Sex,ICA
Demographics data on Dead Singapore Citizens and Permanent Residents,DateofBirth,ICA
Demographics data on Dead Singapore Citizens and Permanent Residents,EthnicGrouping,ICA
Demographics data on Dead Singapore Citizens and Permanent Residents,Religion,ICA
Demographics data on Dead Singapore Citizens and Permanent Residents,Dialect,ICA
Demographics data on Dead Singapore Citizens and Permanent Residents,ResidentialStatus,ICA
Demographics data on Dead Singapore Citizens and Permanent Residents,Block,ICA
Demographics data on Dead Singapore Citizens and Permanent Residents,Floor,ICA
Demographics data on Dead Singapore Citizens and Permanent Residents,Unit,ICA
Demographics data on Dead Singapore Citizens and Permanent Residents,StreetName,ICA
Demographics data on Dead Singapore Citizens and Permanent Residents,BuildingName,ICA
Demographics data on Dead Singapore Citizens and Permanent Residents,PostalCode6,ICA
Demographics data on Dead Singapore Citizens and Permanent Residents,RegisteredAddress,ICA
Demographics data on Dead Singapore Citizens and Permanent Residents,AddressIndicator,ICA
Demographics data on Dead Singapore Citizens and Permanent Residents,DateofDeath,ICA
Demographics data on Dead Singapore Citizens and Permanent Residents,UnderlyingCauseofDeath,ICA
Demographics data on Ex-SCs and Ex-PRs,UIN,ICA
Demographics data on Ex-SCs and Ex-PRs,Sex,ICA
Demographics data on Ex-SCs and Ex-PRs,DateofBirth,ICA
Demographics data on Ex-SCs and Ex-PRs,Religion,ICA
Demographics data on Ex-SCs and Ex-PRs,Dialect,ICA
Demographics data on Ex-SCs and Ex-PRs,Block,ICA
Demographics data on Ex-SCs and Ex-PRs,Floor,ICA
Demographics data on Ex-SCs and Ex-PRs,Unit,ICA
Demographics data on Ex-SCs and Ex-PRs,StreetName,ICA
Demographics data on Ex-SCs and Ex-PRs,BuildingName,ICA
Demographics data on Ex-SCs and Ex-PRs,PostalCode6,ICA
Demographics data on Ex-SCs and Ex-PRs,RegisteredAddress,ICA
Demographics data on Ex-SCs and Ex-PRs,DateofCeasedCitizenship,ICA
Demographics data on Ex-SCs and Ex-PRs,DateofPRCessation,ICA
Demographics data on Ex-SCs and Ex-PRs,ActualPRLostDate,ICA
Dead Foreign Pass Holders,FIN,ICA
Dead Foreign Pass Holders,DateofDeath,ICA
Dead Foreign Pass Holders,UnderlyingCauseofDeath,ICA
House Type of Registered Addresses of SCs and PRs,UIN,ICA
House Type of Registered Addresses of SCs and PRs,BlockNo,ICA
House Type of Registered Addresses of SCs and PRs,FloorNo,ICA
House Type of Registered Addresses of SCs and PRs,UnitNo,ICA
House Type of Registered Addresses of SCs and PRs,PostalCode,ICA
House Type of Registered Addresses of SCs and PRs,RegisteredAddress,ICA
House Type of Registered Addresses of SCs and PRs,HouseType,HDB
Annual value of registered addresses of SCs and PRs,UIN,ICA
Annual value of registered addresses of SCs and PRs,RegisteredAddress,ICA
Annual value of registered addresses of SCs and PRs,AGIndicator,IRAS
Annual value of registered addresses of SCs and PRs,AGDescription,IRAS
Annual value of registered addresses of SCs and PRs,TotalAnnualValue,IRAS
Annual value of registered addresses of SCs and PRs,S66Indicator,IRAS
Annual value of registered addresses of SCs and PRs,OwnerOccupierIndicator,IRAS
Household ID,UINFIN,MOH
Household ID,HouseholdID,MOH
Private Lease,PrivateLeaseCommencementDate,SLA
Private Lease,PrivateLeaseExpiryDate,SLA
Private Lease,PrivateLeaseTermYears,SLA
Private Lease,PrivateLeaseTermMonths,SLA
Private Lease,PrivateLeaseTermDays,SLA
Private Lease,PrivateLeaseTermLessMonths,SLA
Private Lease,PrivateLeaseTermLessDays,SLA
"Private Property Ownership of Individuals, Businesses and other entities",OwnerIDType,SLA
"Private Property Ownership of Individuals, Businesses and other entities",OverallMannerOfHolding,SLA
"Private Property Ownership of Individuals, Businesses and other entities",OwnerGroupNo,SLA
"Private Property Ownership of Individuals, Businesses and other entities",OwnerGroupCapacity,SLA
"Private Property Ownership of Individuals, Businesses and other entities",OwnerGroupMannerOfHolding,SLA
"Private Property Ownership of Individuals, Businesses and other entities",ShareInLandOwnedNum,SLA
"Private Property Ownership of Individuals, Businesses and other entities",ShareInLandOwnedDen,SLA
"Private Property Ownership of Individuals, Businesses and other entities",OwnerLegalDisability,SLA
